Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",12/05/2023,"24,420.00",AUD,Karreman Quarries,632 West Mt Cotton Road Mt Cotton QLD 4165,NO,NO,,,,,,,,,4502663281,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,9/05/2023,"24,353.45",AUD,Georges Loader Hire Pty Ltd,262 Bowhill Road Willawong QLD 4110,NO,NO,,,,,,,,,4502662584,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/05/2023,"24,266.00",AUD,Dellacorda Specialist Services Pty,42 Douglas Street Milton QLD 4064,NO,NO,,,,,,,,,4502663232,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/05/2023,"24,145.00",AUD,Action Corrosion Pty Ltd,18 Industry Drive Tweed Heads South NSW 2486,NO,NO,,,,,,,,,4502663847,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/05/2023,"24,145.00",AUD,Action Corrosion Pty Ltd,18 Industry Drive Tweed Heads South NSW 2486,NO,NO,,,,,,,,,4502663846,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,23/05/2023,"23,980.00",AUD,Holovision 3D Pty Ltd,106 Depot Street Banyo QLD 4014,NO,NO,,,,,,,,,4502666654,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/05/2023,"23,853.09",AUD,Aurizon Operations Limited,PO Box 456 Brisbane QLD 4001,NO,NO,,,,,,,,,4502666934,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,8/05/2023,"23,617.00",AUD,Cubis Systems,73 Ballarat - Carngham Road Winter Valley VIC 3358,NO,NO,,,,,,,,,4502662452,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,2/05/2023,"23,575.41",AUD,Altus Traffic Pty Ltd,2 Central Boulevard Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502661341,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/05/2023,"23,447.49",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502666880,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,25/05/2023,"23,232.00",AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,,4502667225,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/07/2022,"23,137.73",AUD,Eagletech Engineering,147 3 Mort Street Lithgow NSW 2790,YES,NO,,,,,,,,,4502551692,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SUBSCRIPTIONS,25/05/2023,"22,860.95",AUD,Thomson Reuters,100 Harris Street Pyrmont NSW 2009,NO,NO,,,,,,,,,4502667162,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,19/05/2023,"22,806.00",AUD,Imtram Pty Ltd,PO Box 4460 Ringwood VIC 3134,NO,NO,,,,,,,,,4502664587,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,2/05/2023,"22,785.88",AUD,Cushman & Wakefield,"Level 9, 385 Bourke Street Melbourne VIC 3000",NO,NO,,,,,,,,,4502661502,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,30/05/2023,"22,715.00",AUD,Blacktop Asphalt Repairs,27 Third Avenue Barellan Point QLD 4306,NO,NO,,,,,,,,,4502672031,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,29/05/2023,"22,606.65",AUD,Georges Loader Hire Pty Ltd,262 Bowhill Road Willawong QLD 4110,NO,NO,,,,,,,,,4502667536,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,31/05/2023,"22,440.00",AUD,Holovision 3D Pty Ltd,106 Depot Street Banyo QLD 4014,NO,NO,,,,,,,,,4502672138,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISC SERVICES,5/05/2023,"22,357.50",AUD,Smoke Creative Pty Ltd,31 Agnes Street Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502662292,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/05/2023,"22,281.60",AUD,Voestalpine Railway Systems,PO Box 391 Mackay QLD 4740,NO,NO,,,,,,,,,4502672186,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,23/05/2023,"22,101.42",AUD,Croft & Company Pty Ltd TA NQ Suppl,PO Box 81 Salisbury QLD 4107,NO,NO,,,,,,,,,4502666764,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,10/05/2023,"22,045.76",AUD,Bretts Pty Limited,142 Newmarket Road Windsor QLD 4030,NO,NO,,,,,,,,,4502662811,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,24/05/2023,"22,027.50",AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502666915,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,30/05/2023,"22,000.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502671990,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,29/05/2023,"22,000.00",AUD,Jada Excavations Pty Ltd,2 McLean Street Pittsworth QLD 4356,NO,NO,,,,,,,,,4502669748,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/05/2023,"21,342.81",AUD,Specialised Force Pty Ltd,68 Northlink Place Northgate QLD 4013,NO,NO,,,,,,,,,4502666806,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,8/05/2023,"20,799.92",AUD,Driveline Services Australia Pty Lt,56 Colebard Street East Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502662427,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/05/2023,"20,790.00",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502667445,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,10/05/2023,"20,775.74",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502662873,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERVICES - ELEC INV,25/05/2023,"20,752.33",AUD,Charleville Construction and Tiles,25 Wildie Street Charleville QLD 4470,NO,NO,,,,,,,,,4502667285,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/05/2023,"20,603.59",AUD,Specialised Force Pty Ltd,68 Northlink Place Northgate QLD 4013,NO,NO,,,,,,,,,4502662495,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CLEANING EQUIP & SUP,9/05/2023,"20,328.00",AUD,Flick Pest Control Services,41 Bunya Street Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502662619,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,3/05/2023,"20,278.98",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502661826,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/05/2023,"20,278.98",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502664342,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/05/2023,"20,174.00",AUD,Crane Hotline,201 Briggs Road Flinders View QLD 4305,NO,NO,,,,,,,,,4502667495,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,26/05/2023,"20,130.20",AUD,Altus Traffic Pty Ltd,2 Central Boulevard Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502667336,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/05/2023,"20,020.00",AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502664023,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,24/05/2023,"20,020.00",AUD,Holovision 3D Pty Ltd,106 Depot Street Banyo QLD 4014,NO,NO,,,,,,,,,4502666925,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEHICLE COMPONENTS,30/05/2023,"20,020.00",AUD,Bombardier Transportation,PO Box 618 Dandenong VIC 3175,NO,NO,,,,,,,,,4502672068,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/05/2023,"19,945.73",AUD,Transmarine Asia Pacific Pty Ltd,76-84 Waterway Drive Coomera QLD 4209,NO,NO,,,,,,,,,4502663161,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,3/05/2023,"19,941.63",AUD,Altus Traffic Pty Ltd,2 Central Boulevard Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502661616,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,18/05/2023,"19,904.00",AUD,Cairns Spring Works,88 Shannon drive Bayview Heights QLD 4868,NO,NO,,,,,,,,,4502664396,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,4/05/2023,"19,817.16",AUD,Benchmark Scaffolding & Edge Protec,8-12 Webb Drive Mount St John QLD 4818,NO,NO,,,,,,,,,4502662087,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/05/2023,"19,813.13",AUD,Fragomen Australia Pty Ltd,"Level 19, 201 Elizabeth Street Sydney NSW 2000",NO,NO,,,,,,,,,4502663322,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,11/04/2023,"19,800.00",AUD,FortisEM Pty Ltd,PO Box 4 Townsville QLD 4810,YES,NO,,,,,,,,,4502651577,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VALVES,13/04/2023,"19,799.98",AUD,Online Automation Pty Ltd,33 Buchanan Road Banyo QLD 4014,YES,NO,,,,,,,,,4502651804,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,10/05/2023,"19,660.30",AUD,Watkins Steel Pty Ltd,106 Depot Street Banyo QLD 4014,NO,NO,,,,,,,,,4502662883,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,23/05/2023,"19,557.76",AUD,Invacare Australia Pty Ltd,PO Box 5002 NORTH ROCKS NSW 2151,NO,NO,,,,,,,,,4502666840,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,15/05/2023,"19,408.74",AUD,Vossloh Cogifer Australia Pty Ltd,PO Box 1248 Castlemaine VIC 3450,NO,NO,,,,,,,,,4502663587,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,30/05/2023,"19,343.72",AUD,Lumburra Bimbi Pty Ltd,PO Box 3126 North Rockhampton QLD 4701,NO,NO,,,,,,,,,4502671954,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,16/05/2023,"19,285.20",AUD,Georges Loader Hire Pty Ltd,262 Bowhill Road Willawong QLD 4110,NO,NO,,,,,,,,,4502663734,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",Professional Services,10/05/2023,"19,239.00",AUD,Health Central Occupational Therapy,35 Tilson Street Everton Park QLD 4053,NO,NO,,,,,,,,,4502662903,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/05/2023,"18,765.35",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502664455,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,19/05/2023,"18,579.31",AUD,Bundy Diesel Specialists,PO Box 3098 Bundaberg QLD 4670,NO,NO,,,,,,,,,4502664563,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,10/05/2023,"18,390.83",AUD,Vinidex Pty Ltd,224 Musgrave Road Coopers Plains QLD 4108,NO,NO,,,,,,,,,4502662855,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,12/05/2023,"18,254.06",AUD,UGL Engineering Pty Ltd,49 Borthwick Avenue Murarrie QLD 4172,NO,NO,,,,,,,,,4502663315,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,18/05/2023,"18,249.00",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502664218,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,25/05/2023,"18,155.79",AUD,Altus Traffic Pty Ltd,2 Central Boulevard Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502667265,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BEARINGS,23/05/2023,"18,062.00",AUD,NSK Australia Pty Ltd,100 Logis Boulevard Dandenong South VIC 3175,NO,NO,,,,,,,,,4502666794,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,11/05/2023,"18,002.60",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050470493,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/05/2023,"17,979.50",AUD,Western Downs Traffic Control,PO Box 157 Dalby QLD 4405,NO,NO,,,,,,,,,4502663931,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,9/05/2023,"17,946.50",AUD,Voestalpine Railway Systems,PO Box 391 Mackay QLD 4740,NO,NO,,,,,,,,,4502662628,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROMOTIONAL MATERIAL,26/05/2023,"17,808.70",AUD,The Buckner Group,71 Basalt Street Geebung QLD 4034,NO,NO,,,,,,,,,4502667354,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/05/2023,"17,577.51",AUD,Traffic Management Australia P/L,35/28 Burnside Road Ormeau QLD 4208,NO,NO,,,,,,,,,4502672178,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MECH PWR TRANS EQUIP,18/05/2023,"17,504.41",AUD,Specialised Force Pty Ltd,68 Northlink Place Northgate QLD 4013,NO,NO,,,,,,,,,4502664306,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,17/05/2023,"17,391.00",AUD,ETS Vegetation Management Pty Ltd,62 Industrial Park Drive Lilydale VIC 3140,NO,NO,,,,,,,,,4502663969,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FIRE SAF & ENV EQUIP,24/05/2023,"17,380.00",AUD,Atom Supply,PO Box 1141 Cloverdale WA 6985,NO,NO,,,,,,,,,4502666860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/05/2023,"17,363.50",AUD,OPTICAL SYSTEMS DESIGN PTY LTD,UNIT 7/1 YUKO PLC WARRIEWOOD MONA VALE NSW 2102,NO,NO,,,,,,,,,4502664025,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,9/05/2023,"17,320.17",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502662665,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,4/05/2023,"17,285.24",AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502662028,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/05/2023,"17,160.00",AUD,Hage Hydraulic Design Consultants,1050 Manly Road Tingalpa QLD 4173,NO,NO,,,,,,,,,4502664183,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,8/05/2023,"16,862.56",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502662465,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,23/05/2023,"16,855.30",AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,NO,NO,,,,,,,,,4502666622,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/05/2023,"16,852.00",AUD,Safety Wise Solutions Pty Ltd,413 Doncaster Road DONCASTER VIC 3108,NO,NO,,,,,,,,,4502663816,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,31/05/2023,"16,808.00",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502672191,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,24/05/2023,"16,676.74",AUD,Ingenious Engineering,21-29 Pakenham Road Greenbank QLD 4124,NO,NO,,,,,,,,,4502667012,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,17/05/2023,"16,665.00",AUD,Results Automation,PO Box 3324 Newmarket QLD 4051,NO,NO,,,,,,,,,4502663904,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,29/05/2023,"16,485.70",AUD,Height Dynamics Pty Ltd,PO Box 527 Albion QLD 4010,NO,NO,,,,,,,,,4502667660,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,8/05/2023,"16,478.00",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502662477,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/05/2023,"16,456.00",AUD,Transit Supplies,13/14 Polo Avenue Mona Vale NSW 2103,NO,NO,,,,,,,,,4502664392,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,23/05/2023,"16,395.50",AUD,Atco Structures,55 Tonka Street Luscombe QLD 4211,NO,NO,,,,,,,,,4502666724,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,30/05/2023,"16,376.80",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,4502671194,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TEXTILES & TENTS,18/05/2023,"16,320.74",AUD,Classic Coachworks Pty Ltd,14A Hearne Street Mortdale NSW 2223,NO,NO,,,,,,,,,4502664354,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,18/05/2023,"16,315.96",AUD,Total Tools Virginia,1 Thomas Holt Dr Macquarie Park NSW 2113,NO,NO,,,,,,,,,4502664162,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,4/05/2023,"16,302.24",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502661916,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,9/05/2023,"16,139.20",AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502662717,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,29/05/2023,"16,115.00",AUD,Bellingham & Company,PO Box 1251 Warwick QLD 4370,NO,NO,,,,,,,,,4502667703,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,5/05/2023,"16,106.64",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4050470119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,18/05/2023,"16,095.95",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502664338,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,25/05/2023,"16,008.30",AUD,Hanson Construction,PO Box 116 Toowong QLD 4066,NO,NO,,,,,,,,,4502667153,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,4/05/2023,"16,003.90",AUD,GM Poles Pty Ltd,PO Box 202 Carole Park QLD 4300,NO,NO,,,,,,,,,4502661949,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,19/05/2023,"15,926.90",AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502664543,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,11/05/2023,"15,884.00",AUD,Clayton Utz,71 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,4502663128,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,16/05/2023,"15,848.94",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,,,,,,,,,4502663676,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,3/05/2023,"15,846.79",AUD,NHP Electrical Engineering,16 Riverview Place Murarrie QLD 4172,NO,NO,,,,,,,,,4502661783,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,19/09/2022,"15,840.00",AUD,Central Scaffolding & Rigging,11 Steel Place Morningside QLD 4170,YES,NO,,,,,,,,,4502575612,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/07/2022,"15,792.58",AUD,Eagletech Engineering,147 3 Mort Street Lithgow NSW 2790,YES,NO,,,,,,,,,4502551732,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,25/05/2023,"15,770.60",AUD,Southern Cross Electrical Engineeri,225 St Georges Terrace Perth WA 6000,NO,NO,,,,,,,,,4502667163,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,5/05/2023,"15,620.00",AUD,Pandrol Australia Pty Ltd,7 Bessemer Street Blacktown NSW 2148,NO,NO,,,,,,,,,4502662184,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,25/05/2023,"15,580.84",AUD,VSM Aust Pty Ltd,175 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502667287,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/05/2023,"15,510.00",AUD,Blue Ocean Industries Pty Ltd,1154 South Pine Road Arana Hills QLD 4054,NO,NO,,,,,,,,,4502663241,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,16/05/2023,"15,494.72",AUD,Tait Electronics (Aust) Pty Ltd,PO Box 679 Virginia QLD 4014,NO,NO,,,,,,,,,4502663792,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRACTORS,29/11/2022,"15,474.95",AUD,CoachAir Pty Ltd,52 Falcum Street Richland QLD 4077,YES,NO,,,,,,,,,4502601587,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,16/05/2023,"15,466.00",AUD,EZALI PTY LTD,8 Murdock Street Drayton QLD 4350,NO,NO,,,,,,,,,4502663695,,,,,
